Suriname	hasOfficialLanguage	Dutch_language
Craig_Bianchi	playsFor	Santos_F.C._(South_Africa)
Tim_Kaine	isPoliticianOf	Virginia
Italo_Balbo	hasWonPrize	Gold_Medal_of_Military_Valor
Stephan_El_Shaarawy	playsFor	Italy_national_under-18_football_team
Rhian_Dodds	wasBornIn	Irvine,_North_Ayrshire
André_Malraux	hasWonPrize	Prix_Interallié
Tudorel_Stoica	isAffiliatedTo	F.C._Steaua_Bucureşti
Radislav_Dragićević	playsFor	FK_Borac_Čačak
General_Ignacio_Pesqueira_García_International_Airport	isConnectedTo	General_José_María_Yáñez_International_Airport
Morten_Moldskred	playsFor	IL_Hødd
Lidzbark	isLocatedIn	Warmian-Masurian_Voivodeship
Homer,_Alaska	isLocatedIn	Alaska
Philip_Wadler	worksAt	Carnegie_Mellon_University
West_Allis,_Wisconsin	isLocatedIn	Wisconsin
Anthony_Asquith	diedIn	London
SC_Riessersee	isLocatedIn	Germany
Takafumi_Akahoshi	isAffiliatedTo	Montedio_Yamagata
Stephan_Schmidt_(footballer)	hasGender	male
Andreas_Andersson	isAffiliatedTo	Degerfors_IF
Eric_Portman	diedIn	Cornwall
Jaime_Gómez_(Salvadoran_footballer)	playsFor	Once_Municipal
Tatra_Mountains	isLocatedIn	Poland
Mark_Yates_(footballer)	isAffiliatedTo	Birmingham_City_F.C.
Frank_Boeckx	hasGender	male
Constance_of_Austria	isMarriedTo	Sigismund_III_Vasa
Mike_Pence	wasBornIn	Columbus,_Indiana
Liliana_Năstase	playsFor	Stockport_County_F.C.
Peter_Barnes_(footballer)	isAffiliatedTo	Gibraltar_national_football_team
Jerry_Sularz	playsFor	Vanderbilt_University
Herbert_Obele	playsFor	FC_Ingolstadt_04_II
Fritz_Lang	directed	You_Only_Live_Once_(film)
Marjorie_Main	diedIn	Los_Angeles
Jong_Tae-se	isAffiliatedTo	North_Korea_national_football_team
Gmina_Świecie_nad_Osą	isLocatedIn	Grudziądz_County
Montrose_County,_Colorado	isLocatedIn	Montrose,_Colorado
Dimitris_Mavrogenidis	playsFor	Thrasyvoulos_F.C.
Marcos_Vellidis	isAffiliatedTo	Panathinaikos_F.C.
Carlos_Rodrigues_Corrêa	isAffiliatedTo	Sociedade_Esportiva_Palmeiras
Goran_Milanko	playsFor	Cádiz_CF
Alfredo_Tena	isAffiliatedTo	Club_América
Goran_Šubara	isAffiliatedTo	PSM_Makassar
Washington_Ellsworth_Lindsey	graduatedFrom	University_of_Michigan
Pedro_Ken	isAffiliatedTo	CR_Vasco_da_Gama
Yury_Sevidov	wasBornIn	Moscow
Tove_Jansson	diedIn	Helsinki
Pedro_Mosquera	playsFor	Getafe_CF
Bernhard_Neumann	graduatedFrom	University_of_Cambridge
Howard_Eisley	isAffiliatedTo	Utah_Jazz
Doug_Rougvie	isAffiliatedTo	Fulham_F.C.
Mariano_Corsico	isAffiliatedTo	PEC_Zwolle
Gert_Claessens	isAffiliatedTo	Club_Brugge_K.V.
Roshan_Seth	hasWonPrize	Genie_Awards
Jonathan_Murray	hasGender	male
Battle_for_Caen	happenedIn	Caen
John_Moffat_(physicist)	livesIn	Canada
Bala_Garba	playsFor	Udoji_United_F.C.
Campo_Maior,_Portugal	isLocatedIn	Alentejo_Region
Iron_Sky	isLocatedIn	Germany
Javier_Mazzoni	playsFor	Arsenal_de_Sarandí
Enzo_Gutiérrez	playsFor	Club_Universidad_de_Chile
Louis_I,_Duke_of_Orléans	hasChild	Charles,_Duke_of_Orléans
Sam_Kinison	hasGender	male
Martin_Prusek	hasGender	male
Kouritenga_Province	isLocatedIn	Centre-Est_Region
Thando_Mngomeni	wasBornIn	Cape_Town
Simon_Pegg	hasGender	male
Séïdath_Tchomogo	playsFor	Benin_national_football_team
Emerson_Pereira	playsFor	São_Paulo_FC
Michael_Tonge	hasGender	male
Demir_Hotić	isAffiliatedTo	Eintracht_Bad_Kreuznach
Peter_Sollett	wasBornIn	New_York_City
Dany_Mendes_Ribeiro	isAffiliatedTo	Gil_Vicente_F.C.
Rockstar_North	isLocatedIn	Edinburgh
Tim_de_Cler	isAffiliatedTo	AFC_Ajax
Walter_Herrmann	isAffiliatedTo	Charlotte_Hornets_(NBA)
Paul_Taylor_(footballer,_born_1987)	playsFor	Ipswich_Town_F.C.
Dino_Rađa	hasGender	male
Andreas_Ulland_Andersen	isAffiliatedTo	Sandnes_Ulf
Betty_Carter	hasGender	female
Byron_Anthony	isAffiliatedTo	Cardiff_City_F.C.
Princess_Augusta_of_Great_Britain	playsFor	Notts_County_F.C.
Ekrem_Kahya	playsFor	Denizlispor
Steve_Nicol	hasGender	male
Guernsey_Airport	isConnectedTo	Exeter_International_Airport
Sailor_Brown	playsFor	England_national_football_team
Mike_Ford_(footballer)	playsFor	Oxford_United_F.C.
Michael_Probst	isAffiliatedTo	FC_Bayern_Munich
Brian_Parkin	isAffiliatedTo	Brighton_&_Hove_Albion_F.C.
Aitor_Ramos	playsFor	Barakaldo_CF
Sofia_Jakobsson	hasGender	female
Ben_Gurion_Airport	isConnectedTo	Tiberias
Federico_Vairo	playsFor	Rosario_Central
Julie_Rydahl_Bukh	playsFor	Brøndby_IF_(women)
Remigiusz_Jezierski	isAffiliatedTo	Jagiellonia_Białystok
Joaquim_Dinis	playsFor	U.D._Leiria
Karl_von_Auwers	hasAcademicAdvisor	August_Wilhelm_von_Hofmann
Ihor_Sholin	playsFor	FC_Nistru_Otaci
Ving_Rhames	actedIn	Lilo_&_Stitch
Vinay_Pathak	hasGender	male
Gerry_Anderson	created	Thunderbird_6
Stephan_Lichtsteiner	playsFor	Juventus_F.C.
Silvio_Spann	isAffiliatedTo	Yokohama_F.C.
Gmina_Żarnów	isLocatedIn	Opoczno_County
Trevor_Trevisan	playsFor	A.C._Pisa_1909
Eugenio_Peralta	isAffiliatedTo	Deportivo_Paraguayo
Vladimir_Nabokov	influences	Ismail_Kadare
Thomas_Rohrbach	hasGender	male
Rhodes_International_Airport	isConnectedTo	Sitia_Public_Airport
Ljubomir_Fejsa	isAffiliatedTo	FK_Hajduk_Kula
Robbie_Findley	isAffiliatedTo	United_States_national_soccer_team
Theo_Walcott	hasGender	male
Lasse_Heinze	isAffiliatedTo	Silkeborg_IF
Alex_Pearce	isAffiliatedTo	Scotland_national_under-21_football_team
Ben_Tozer	hasGender	male
Mark_Newson	playsFor	Aylesbury_United_F.C.
Samir_El_Moussaoui	playsFor	SVV_Scheveningen
Marcus_du_Sautoy	worksAt	University_of_Oxford
Radomir_Todorov	isAffiliatedTo	Baku_FC
Monique_Wittig	isCitizenOf	France
Alberto_Marchetti	playsFor	Udinese_Calcio
Simone_Fautario	playsFor	S.S.D._Pro_Sesto_Calcio
David_Bryson	hasGender	male
Deep_End_(film)	isLocatedIn	United_Kingdom
Aleksei_Vladimirovich_Semyonov	playsFor	FC_Petrotrest_Saint_Petersburg
Kenji_Arai	isAffiliatedTo	Warriors_F.C.
Battle_of_Morotai	happenedIn	Pacific_Ocean
H._P._Lovecraft	influences	Robert_Bloch
Pavel_Veleba	wasBornIn	Roudnice_nad_Labem
Shemp_Howard	actedIn	Pardon_My_Backfire
Russellville,_Arkansas	isLocatedIn	Pope_County,_Arkansas
Neale_Cooper	playsFor	Aberdeen_F.C.
José_Bello_Amigo	playsFor	Marconi_Stallions_FC
Marijan_Brnčić	isAffiliatedTo	NK_Trešnjevka
Geir_Ludvig_Fevang	isAffiliatedTo	Sandefjord_Fotball
Bent_Skammelsrud	playsFor	Norway_national_football_team
Andrea_Gaveglia	isAffiliatedTo	S.S.C._Giugliano
Leysin	isLocatedIn	Aigle_District
Tim_Thomas_(ice_hockey)	isAffiliatedTo	Oulun_Kärpät
Sam_Hinds	graduatedFrom	University_of_New_Brunswick
Gordon_Douglas_(director)	created	The_Housekeeper's_Daughter
Daniel_Solsona	playsFor	RCD_Espanyol
Komi_Republic	isLocatedIn	Northwestern_Federal_District
Rachel_Unitt	isAffiliatedTo	Birmingham_City_L.F.C.
Donald_Tusk	hasWonPrize	Order_of_the_Sun_of_Peru
Whippany,_New_Jersey	isLocatedIn	United_States
Firehouse_Dog	isLocatedIn	United_States
Wabasha_County,_Minnesota	isLocatedIn	Wabasha,_Minnesota
Miguel_Barreto	playsFor	Instituto_Atlético_Central_Córdoba
Danny_Elfman	wroteMusicFor	Summer_School_(1987_film)
Waddy_Wachtel	hasMusicalRole	wordnet_piano_103928116
Henry_Cornelius	edited	The_Ghost_Goes_West
Ronnie_McKinnon	isAffiliatedTo	Scottish_Football_League_XI
Jamie_Winter	playsFor	Leeds_United_A.F.C.
William_Hoy	edited	A_Man_Apart
Léa_Le_Garrec	playsFor	Évreux_FC
Feridun_Sungur	playsFor	Elazığspor
Mickaël_Ménétrier	playsFor	FC_Istres
Evren_Erdeniz	isAffiliatedTo	MKE_Ankaragücü
Vilnius	isLocatedIn	Vilnius_District_Municipality
Horacio_Troche	isAffiliatedTo	Jaibos_Tampico_Madero
Oleksandr_Chyzhevskyi	playsFor	FC_Shakhtar_Donetsk
Nikita_Khokhlov_(Kazakhstani_footballer)	playsFor	Kazakhstan_national_under-21_football_team
Mongolia	hasCapital	Ulaanbaatar
Tomáš_Klouček	wasBornIn	Prague
Michael_Ritchie_(film_director)	directed	The_Fantasticks_(film)
Battle_of_Río_Salado	happenedIn	Castile_(historical_region)
Matthieu_Verschuère	wasBornIn	Beauvais
Włodzimierz_Lubański	wasBornIn	Gliwice
Yale_School_of_Medicine	isLocatedIn	New_Haven,_Connecticut
Bronisław_Bula	isAffiliatedTo	Ruch_Chorzów
Velimir_Grgić	playsFor	Kickers_Emden
Cesare_Augusto_Fasanelli	isAffiliatedTo	A.C._Pisa_1909_S.S.D.
Alex_Antônio_de_Melo_Santos	playsFor	Cruzeiro_Esporte_Clube
Clifford_Nelson_Fyle	graduatedFrom	Fourah_Bay_College
Kwok_Tak-Seng	hasGender	male
Michal_Horňák	wasBornIn	Vsetín
Kang_Chul	playsFor	LASK_Linz
Rosen_Kirilov	playsFor	Adanaspor
Aaron_Steele	playsFor	Toronto_Lynx
Dariusz_Zawadzki	playsFor	Tłoki_Gorzyce
Wilson_Constantino_Novo_Estrela	isAffiliatedTo	G.C._Alcobaça
Rubén_Antonio_Rivera	isAffiliatedTo	C.D._Victoria
Dejan_Stanković	isAffiliatedTo	Serbia_national_football_team
Yan_Tsiharow	isAffiliatedTo	FC_Tom_Tomsk
Ezio_Sella	isAffiliatedTo	U.S._Arezzo
Sammi_Cheng	hasGender	female
Wong_Yiu_Fu	playsFor	Eastern_AA
Phenyo_Mongala	isAffiliatedTo	Botswana_national_football_team
Jimmy_Walsh_(footballer_born_1954)	playsFor	Frickley_Athletic_F.C.
Sergey_Stanev	isAffiliatedTo	FC_Sportist_Svoge
Kevin_Wylie	playsFor	New_Mexico_Chiles
de/Reiner_Geyer	isAffiliatedTo	TSV_Vestenbergsgreuth
Norbert_Schlegel	playsFor	Hertha_BSC
Marco_Fabián	playsFor	Club_Deportivo_Tapatío
Agata_Tarczyńska	playsFor	MSV_Duisburg
Ugo_Amoretti	playsFor	Genoa_C.F.C.
Ihor_Leonov	hasGender	male
Thankgod_Amaefule	isAffiliatedTo	Sharks_F.C.
Luis_Bolaños	playsFor	Santos_FC
Sean_Dunphy_(footballer)	playsFor	Kettering_Town_F.C.
Recep_Biler	isAffiliatedTo	Balıkesirspor
Érick_Vallecillo	playsFor	Atlético_Choloma
Mark_Quigley	isAffiliatedTo	Millwall_F.C.
Billy_Brawley	isAffiliatedTo	Partick_Thistle_F.C.
Pat_Sharkey	isAffiliatedTo	Northern_Ireland_national_football_team
Frank_Sullivan_(film_editor)	edited	Mata_Hari_(1931_film)
Camille_Libar	playsFor	RC_Strasbourg
Ann_C._Crispin	hasGender	female
Christopher_Gäng	isAffiliatedTo	Türkiyemspor_Berlin
Parañaque	isLocatedIn	nl/Luzon_(eiland)
Sabah	isLocatedIn	Malaysia
Tarek_El-Sayed	hasGender	male
Rob_Rensenbrink	isAffiliatedTo	Toulouse_FC
Slavoljub_Nikolić	isAffiliatedTo	AS_Nancy
Caradon	isLocatedIn	Cornwall
Gábor_Demjén	isAffiliatedTo	Balmazújvárosi_FC
Olivier_Veigneau	isAffiliatedTo	France_national_under-18_football_team
Daniel_Paladini	playsFor	California_State_University,_Northridge
Calvin_Waller	hasWonPrize	Parachutist_Badge_(United_States)
Terry_Nicholl	hasGender	male
Tomasz_Kiełbowicz	playsFor	Polonia_Warsaw
Seattle–Tacoma_International_Airport	isConnectedTo	Fairbanks_International_Airport
Steven_Pienaar	isAffiliatedTo	Borussia_Dortmund
Michael_Stewart_(footballer)	isAffiliatedTo	Charlton_Athletic_F.C.
Joe_Kennaway	hasGender	male
Téa_Leoni	wasBornIn	New_York_City
Róża_Potocka_(1780–1862)	isMarriedTo	Władysław_Grzegorz_Branicki
Elba	isLocatedIn	Tyrrhenian_Sea
Ivelin_Popov	hasGender	male
Daugavpils_District	hasCapital	Daugavpils
Frédéric_de_Saint-Sernin	hasGender	male
Harlan_Coben	hasGender	male
Honnelles	isLocatedIn	Hainaut_(province)
The_Four_Days_of_Naples_(film)	isLocatedIn	Italy
Volkan_Şen	playsFor	Trabzonspor
James_Norman_Hall	created	The_Hurricane_(1937_film)
Sitges	isLocatedIn	Spain
Ignatiy_Nesterov	wasBornIn	Samarkand
Bryan_Marchment	wasBornIn	Scarborough,_Ontario
Shaun_McSkimming	isAffiliatedTo	Scotland_national_football_B_team
Aaron_Williams_(basketball)	isAffiliatedTo	New_Orleans_Pelicans
Christopher_Reeve	directed	Everyone's_Hero
Khaled_Korbi	isAffiliatedTo	Tunisia_national_football_team
Alex_Tayo_Akande	isAffiliatedTo	Eastern_AA
Piet_Hein_Donner	livesIn	The_Hague
Kastamonu_Province	isLocatedIn	Black_Sea
Hans_von_Plessen	hasGender	male
Bruce_Bowen	isAffiliatedTo	Boston_Celtics
Port_Said	isLocatedIn	Africa
Matt_Hill_(footballer)	playsFor	Sheffield_United_F.C.
Jennifer_O'Neill	actedIn	Lady_Ice
Brian_Boucher	isAffiliatedTo	Tri-City_Americans
Sergei_Olshansky	playsFor	Soviet_Union_national_football_team
Mauricio_Almada	playsFor	Deportivo_Merlo
G._H._Hardy	hasWonPrize	Royal_Medal
Brisbane_Airport	isConnectedTo	Boulia_Airport
Harry_Oscroft	isAffiliatedTo	Sheffield_United_F.C.
Gene_Strenicer	playsFor	Chicago_Sting
Diamond_Head_(film)	isLocatedIn	United_States
Vinnytsia_Oblast	hasCapital	Vinnytsia
George_Hunter_(footballer_born_1930)	playsFor	Exeter_City_F.C.
David_Bayliss	isAffiliatedTo	Lancaster_City_F.C.
Ryszard_Staniek	isAffiliatedTo	Odra_Opole
Tommy_Muirhead	isAffiliatedTo	Scottish_Football_League_XI
Ruggero_Mastroianni	edited	Fellini's_Casanova
Bernardo_Leyenda	playsFor	Nacional_Potosí
Juan_Quiroga_(footballer)	hasGender	male
Panagiotis_Giannakis	isAffiliatedTo	Boston_Celtics
Dave_Chyzowski	isAffiliatedTo	Kansas_City_Blades
Gary_Coulibaly	playsFor	France_national_under-20_football_team
Kim_Staelens	isAffiliatedTo	de/VC_Weert
Julie_Augustyniak	playsFor	Atlanta_Beat_(WUSA)
Leandro_Guaita	isAffiliatedTo	Vicenza_Calcio
Gary_Barlow	hasMusicalRole	wordnet_piano_103928116
Keelin_Winters	isAffiliatedTo	Boston_Breakers_(WPSL_Elite)
Sam_Fletcher_(soccer)	isAffiliatedTo	Independent_(politician)
Udinese_Calcio	isLocatedIn	Udine
Christopher_Sullivan_(soccer)	isAffiliatedTo	US_Joué-lès-Tours
Anthony_Higgins_(actor)	actedIn	The_Bride_(film)
Dean_Evans	playsFor	Kitchee_SC
de/Tanja_Wörle	isAffiliatedTo	Hamburger_SV
Andrzej_Rudy	isAffiliatedTo	de/SCB_Viktoria_Köln
Can_Arat	playsFor	Sivasspor
University_of_Alaska_System	isLocatedIn	Alaska
Adelaide_of_Susa	isMarriedTo	Otto_I,_Count_of_Savoy
Marino_Rahmberg	isAffiliatedTo	IFK_Göteborg
Srdjan_Luchin	playsFor	FC_Dinamo_București
André_Martins	isAffiliatedTo	Sporting_Clube_de_Portugal
John_Warner	livesIn	Virginia
Alo_Bärengrub	isAffiliatedTo	FC_Lelle
Antony_Hewish	hasGender	male
Vilard_Normcharoen	playsFor	Singhtarua_F.C.
Bob_Newhart	influences	Ellen_DeGeneres
Claude_Vilgrain	isAffiliatedTo	Hershey_Bears
Michael_Preetz	playsFor	Hertha_BSC
Sergey_Grishin_(footballer,_born_1973)	isAffiliatedTo	STsOP_Kislovodsk
Hugo_Miranda_(footballer)	isAffiliatedTo	Total_Chalaco
Peter_Neururer	isAffiliatedTo	Kickers_Offenbach
Van_Johnson	diedIn	Nyack,_New_York
Anatoli_Bashashkin	playsFor	PFC_CSKA_Moscow
Frank_van_Hattum	isAffiliatedTo	University_of_Auckland
Claudio_Ramiadamanana	wasBornIn	Antananarivo
Mohammad_Mayeli_Kohan	playsFor	Iran_national_football_team
Richard_Berry_(actor)	actedIn	Mayrig
Tengku_Mohd_Adam_Tengku_Mohd_Rosly	isAffiliatedTo	Perlis_FA
Shane_Webb	wasBornIn	Melbourne
Alexander_Pushkin	influences	Mihai_Eminescu
Greg_Howes	playsFor	Stetson_University
Brayan_Angulo	playsFor	Leixões_S.C.
Dario_Damjanović	playsFor	FK_Radnički_Obrenovac
Dmytro_Yesin	playsFor	FC_Shakhtar-3_Donetsk
Noel_Cantwell	hasGender	male
Sam_Adkins_(footballer)	playsFor	Evesham_United_F.C.
Arash_Borhani	isAffiliatedTo	Iran_national_football_team
Christer_Warren	isAffiliatedTo	New_Milton_Town_F.C.
Dick_Krzywicki	isAffiliatedTo	West_Bromwich_Albion_F.C.
Barbara_Rush	actedIn	The_Black_Shield_of_Falworth
Vladimirs_Koļesņičenko	playsFor	FC_Chornomorets_Odesa
Trøndelag	isLocatedIn	Sør-Trøndelag
Samuel_Wilson_(footballer)	isAffiliatedTo	Real_Estelí_F.C.
Jörg_Heinrich	playsFor	Ludwigsfelder_FC
Zanjan,_Iran	isLocatedIn	Zanjan_Province
Sylvestre_Ntibantunganya	playsFor	Olympique_de_Marseille
Jukka_Koskinen_(footballer)	isAffiliatedTo	MYPA
Francisco_Copado	isAffiliatedTo	RCD_Mallorca
Simen_Brenne	playsFor	Lillestrøm_SK
pl/Marek_Zub	wasBornIn	Tomaszów_Lubelski
Samar_Mubarakmand	graduatedFrom	Government_College_University,_Lahore
Volodymyr_Kilikevych	isAffiliatedTo	FC_Iskra-Stal
Matty_Blair	playsFor	Northampton_Town_F.C.
Risaralda_Department	isLocatedIn	Colombia
Battle_of_Pułtusk	happenedIn	Kingdom_of_Bavaria
Edmur_Ribeiro	playsFor	Brazil_national_football_team
Giovanni_Degni	playsFor	A.S._Roma
Eric_Rogers_(composer)	wroteMusicFor	Carry_On_Up_the_Jungle
Gregorio_Torres	playsFor	Daejeon_Citizen_FC
Slavko_Matić	playsFor	FK_BASK
Lau_Chi_Keung	isAffiliatedTo	Double_Flower_FA
Nebojša_Šćepanović	playsFor	Paniliakos_F.C.
Nikola_Mikelini	hasGender	male
Kent_Nielsen	isAffiliatedTo	AC_Horsens
Mick_Cooke_(football_manager)	isAffiliatedTo	Republic_of_Ireland_national_under-19_football_team
Gaston_Mobati	isAffiliatedTo	AS_Beauvais_Oise
Attila_Polonkai	isAffiliatedTo	Videoton_FC
Somnath_Bharadwaj	graduatedFrom	Indian_Institute_of_Science
Marcelo_Espina	playsFor	Club_Atlético_Lanús
Silicon_Valley_Monterey_Bay_Council	isLocatedIn	United_States
Hamelin	isLocatedIn	Lower_Saxony
Finlay_Currie	wasBornIn	Edinburgh
Bacău_County	isLocatedIn	Moldavia
Yves_Lenaerts	hasGender	male
Manisha_Koirala	actedIn	Saudagar_(1991_film)
Joe_Devera	isAffiliatedTo	Barnet_F.C.
Hussain_Salman	playsFor	Al-Muharraq_SC
Danny_Lorenz	hasGender	male
Roselyne_Bachelot	hasChild	Serge_Lepeltier
Demba_Savage	playsFor	Gambia_national_football_team
Luca_Siligardi	playsFor	Inter_Milan
Mike_Barten	playsFor	FC_Oberneuland
Craig_Patrick	isAffiliatedTo	de/Tulsa_Oilers_(Original)
Mark_O'Connor_(footballer)	isAffiliatedTo	Queens_Park_Rangers_F.C.
Ihor_Oshchypko	isAffiliatedTo	FC_Arsenal_Kyiv
Arunachal_Pradesh	isLocatedIn	India
Tambov_Oblast	hasCapital	Tambov
Philippe_Coutinho	playsFor	Brazil_national_football_team
Paweł_Bugała	isAffiliatedTo	Wawel_Kraków
Wilhelm_Keitel	wasBornIn	Bad_Gandersheim
Abraham_Maslow	hasGender	male
Dennis_Wit	isAffiliatedTo	Jacksonville_Tea_Men
Chazz_Palminteri	actedIn	Stuart_Little_(film)
Hal_Needham	directed	The_Cannonball_Run
Rudis_Corrales	playsFor	El_Salvador_national_under-23_football_team
Imizu,_Toyama	isLocatedIn	Honshu
Ben_Teekloh	playsFor	FC_Astra_Giurgiu
Killingly,_Connecticut	isLocatedIn	Connecticut
HB_Studios	isLocatedIn	Nova_Scotia
Leif_Nielsen	isAffiliatedTo	Denmark_national_under-19_football_team
Mehmet_Batdal	isAffiliatedTo	İstanbul_Büyükşehir_Belediyespor_(football)
Ladislav_Novák	hasGender	male
Jackie_Williams_(footballer_born_1911)	isAffiliatedTo	Wrexham_F.C.
Alexander_Goldenweiser_(anthropologist)	playsFor	Ruch_Chorzów
Sergei_Gerasimov_(film_director)	hasWonPrize	Lenin_Komsomol_Prize
Giordano_Bruno	influences	James_Joyce
Ali_Larter	actedIn	Final_Destination_(film)
Michel_Gafour	isAffiliatedTo	SO_Cassis_Carnoux
Nuno_Reis	wasBornIn	Murten
Paul_Newman	actedIn	Cars_(film)
Néstor_Ortigoza	playsFor	Emirates_Club
John_Ruskin	influences	Marcel_Proust
Evgheni_Hmaruc	playsFor	FC_Dinamo-Auto_Tiraspol
Ruben_Pereira	isAffiliatedTo	Danubio_F.C.
James_Bryant_Conant	hasWonPrize	Medal_of_Freedom
Neil_Adams_(footballer)	hasGender	male
Nakhon_Si_Thammarat	isLocatedIn	Nakhon_Si_Thammarat_Province
Nick_Theslof	playsFor	UCLA_Bruins
Pablo_Piatti	isAffiliatedTo	Argentina_national_football_team
David_Norman_(soccer)	playsFor	University_College_Dublin_A.F.C.
Saarde_Parish	isLocatedIn	Pärnu_County
W._H._Auden	influences	Delmore_Schwartz
Anastasios_Katsabis	playsFor	Greece_national_football_team
Bernard_Campan	actedIn	Les_Trois_Frères
Samuel_Inkoom	playsFor	Asante_Kotoko_SC
M._T._Vasudevan_Nair	hasWonPrize	Kerala_Sahitya_Akademi_Award
James_Pritchett_(footballer)	playsFor	Auckland_City_FC
Eduardo_Blandón	isAffiliatedTo	América_de_Cali
Jokipojat	isLocatedIn	Joensuu
Serhiy_Morozov	isAffiliatedTo	F.C._Dynamo_Kyiv
Mirshad_Majedi	playsFor	Keshavarz_F.C.
Gerald_Glatzmayer	diedIn	Schwechat
Carlos_Peña_(footballer)	playsFor	Spain_national_under-21_football_team
Haggerty_Award	isLocatedIn	United_States
Daniel_Chitsulo	playsFor	Rot_Weiss_Ahlen
Lucian_Marinescu	isAffiliatedTo	Akratitos_F.C.
Saul_Deeney	playsFor	Notts_County_F.C.
Ignatyevo_Airport	isConnectedTo	Qinhuangdao_Shanhaiguan_Airport
Jack_Randle	isAffiliatedTo	Coventry_City_F.C.
Brian_Aherne	diedIn	Venice,_Florida
Madurai_district	isLocatedIn	India
Mickaël_Buscher	isAffiliatedTo	Gretna_F.C.
David_Revivo	isAffiliatedTo	Israel_national_football_team
Bira_Dembélé	isAffiliatedTo	UJA_Maccabi_Paris_Métropole
Kelheim_(district)	isLocatedIn	Bavaria
Nemanja_Milisavljević	playsFor	FK_Vardar
Municipality_of_Divača	isLocatedIn	Obalno-kraška_Statistical_Region
Michael_Kamen	wroteMusicFor	Venom_(1981_film)
Roger_Corman	directed	The_Undead_(film)
John_Williams	wroteMusicFor	Presumed_Innocent_(film)
René_Marsiglia	isAffiliatedTo	Sporting_Toulon_Var
Terry_Boss	playsFor	Cascade_Surge
Jack_Taylor_(Scottish_footballer)	isAffiliatedTo	Scotland_national_football_team
Tom_Jennings_(footballer)	playsFor	Raith_Rovers_F.C.
Lorne_Greene	diedIn	Santa_Monica,_California
Elton_Martins	isAffiliatedTo	FK_Teleoptik
Jeff_Hamilton_(ice_hockey)	hasGender	male
Charley_Rogers	actedIn	Pack_Up_Your_Troubles
Raúl_Enrique_Estévez	isAffiliatedTo	Unión_Española
William_Matheus	isAffiliatedTo	Sociedade_Esportiva_Palmeiras
Edu_Moya	isAffiliatedTo	FK_Fyllingsdalen
Jonathan_Cisternas	playsFor	Club_Deportes_Concepción
Vīts_Rimkus	isAffiliatedTo	FB_Gulbene
Tiberiu_Bălan	isAffiliatedTo	FC_Steaua_București
Betty_Compson	isMarriedTo	James_Cruze
Highland_Park,_Illinois	isLocatedIn	Illinois
Bryan_Marchment	hasGender	male
Andrei_Neagoe	wasBornIn	Pitești
José_Manfredi_Portillo_Hernández	isAffiliatedTo	C.D._Vista_Hermosa
Albert_Pape	isAffiliatedTo	Manchester_Central_F.C.
Janagaraj_(actor)	actedIn	M._Kumaran_S/O_Mahalakshmi
Hervé_Bacqué	playsFor	Motherwell_F.C.
Erik_Hamrén	isAffiliatedTo	AIK_Solna
Yeh_Hai_Jalwa	isLocatedIn	India
Carlos_Tévez	isAffiliatedTo	Manchester_City_F.C.
Gregor_Robertson_(footballer)	wasBornIn	Edinburgh
William,_Duke_of_Saxe-Weimar	diedIn	Weimar
Al_Wood	isAffiliatedTo	Seattle_SuperSonics
Anderson_Salles	isAffiliatedTo	CR_Vasco_da_Gama
Ayden_Duffy	isAffiliatedTo	Lincoln_Moorlands_Railway_F.C.
Hermann_Joseph_Muller	graduatedFrom	Columbia_University
Gorka_Pintado	playsFor	CD_Leganés
Erwin_Kramer	wasBornIn	Cologne
Mariposa_County,_California	isLocatedIn	United_States
Alphonso_Ford	isAffiliatedTo	Sporting_B.C.
Ric_Grech	hasMusicalRole	wordnet_viola_112387633
Ryuji_Sueoka	isAffiliatedTo	Albirex_Niigata
Viktor_Papayev	playsFor	FC_Znamya_Truda_Orekhovo-Zuyevo
Daniel_Tarone	isAffiliatedTo	FC_Baden
Behshad_Yavarzadeh	isAffiliatedTo	Rah_Ahan_Sorinet_F.C.
Hawk_of_the_Wilderness	isLocatedIn	United_States
Marc_Smyth	isAffiliatedTo	Cliftonville_F.C.
Ticino_(river)	isLocatedIn	Province_of_Pavia
Srdjan_Luchin	playsFor	Romania_national_football_team
Robbie_Foy	hasGender	male
Kiril_Djorov	playsFor	FC_Metalurg_Pernik
Balázs_Dzsudzsák	playsFor	Hungary_national_football_team
Francesco_Statuto	isAffiliatedTo	Cosenza_Calcio
Pijnacker	isLocatedIn	South_Holland
Ioannis_Okkas	playsFor	AC_Omonia
Oleksiy_Tupchiy	isAffiliatedTo	FC_Gomel
Paul_Reubens	actedIn	Flight_of_the_Navigator
Andrés_Felipe_Acosta	isAffiliatedTo	Llaneros_F.C.
Donald_O'Connor	actedIn	Singin'_in_the_Rain
Thomas_Winklhofer	isAffiliatedTo	SV_Austria_Salzburg
Alta,_Norway	isLocatedIn	Norway
Víctor_Gomis	playsFor	Huracán_Valencia_CF
Philip_Bratley	playsFor	Doncaster_Rovers_F.C.
Cosmin_Frăsinescu	isAffiliatedTo	Khazar_Lankaran_FK
Joe_Keenan_(writer)	created	Sleep_with_Me
Michael_Kamen	wroteMusicFor	Polyester_(film)
Pavel_Nyakhaychyk	isAffiliatedTo	FC_Tom_Tomsk
